"filename", "language", "Markdown", "Batch", "Java", "comment", "blank", "total"
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\Token.java", "Java", 0, 0, 242, 0, 3, 245
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\Tokeniser.java", "Java", 0, 0, 219, 0, 4, 223
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.3\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\CompResult.class", "Java", 0, 0, 23, 0, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\CompResult.java", "Java", 0, 0, 27, 0, 3, 30
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Compiler.class", "Java", 0, 0, 341, 0, 0, 341
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Compiler.java", "Java", 0, 0, 804, 0, 10, 814
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Extensions.class", "Java", 0, 0, 20, 0, 0, 20
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Extensions.java", "Java", 0, 0, 57, 0, 3, 60
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\JavaBB.class", "Java", 0, 0, 330, 27, 95, 452
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\JavaBB.java", "Java", 0, 0, 321, 28, 98, 447
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil.class", "Java", 0, 0, 84, 0, 0, 84
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\LangUtil.java", "Java", 0, 0, 273, 0, 25, 298
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\StringParser.class", "Java", 0, 0, 27, 0, 0, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Token$Type.class", "Java", 0, 0, 28, 0, 0, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Token.class", "Java", 0, 0, 101, 7, 0, 108
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Token.java", "Java", 0, 0, 254, 0, 3, 257
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Tokeniser.class", "Java", 0, 0, 415, 0, 1, 416
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.0\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\CompResult.class", "Java", 0, 0, 25, 0, 1, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Compiler.class", "Java", 0, 0, 339, 0, 0, 339
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Compiler.java", "Java", 0, 0, 804, 0, 10, 814
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Extensions.class", "Java", 0, 0, 20, 0, 0, 20
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Extensions.java", "Java", 0, 0, 57, 0, 3, 60
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\JavaBB.class", "Java", 0, 0, 330, 27, 95, 452
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\JavaBB.java", "Java", 0, 0, 321, 28, 98, 447
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil.class", "Java", 0, 0, 84, 0, 0, 84
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\LangUtil.java", "Java", 0, 0, 273, 0, 25, 298
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\StringParser.class", "Java", 0, 0, 27, 0, 0, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Token$Type.class", "Java", 0, 0, 28, 0, 0, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Token.class", "Java", 0, 0, 101, 7, 0, 108
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Token.java", "Java", 0, 0, 254, 0, 3, 257
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Tokeniser.class", "Java", 0, 0, 415, 0, 1, 416
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.1\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\CompResult.class", "Java", 0, 0, 25, 0, 1, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Compiler.class", "Java", 0, 0, 339, 0, 0, 339
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Compiler.java", "Java", 0, 0, 804, 0, 10, 814
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Extensions.class", "Java", 0, 0, 20, 0, 0, 20
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Extensions.java", "Java", 0, 0, 57, 0, 3, 60
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\JavaBB.class", "Java", 0, 0, 323, 27, 95, 445
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\JavaBB.java", "Java", 0, 0, 328, 28, 98, 454
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil.class", "Java", 0, 0, 84, 0, 0, 84
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\LangUtil.java", "Java", 0, 0, 273, 0, 25, 298
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\StringParser.class", "Java", 0, 0, 27, 0, 0, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Thing.java", "Java", 0, 0, 2, 1, 1, 4
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Token$Type.class", "Java", 0, 0, 28, 0, 0, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Token.class", "Java", 0, 0, 101, 7, 0, 108
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Token.java", "Java", 0, 0, 254, 0, 3, 257
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Tokeniser.class", "Java", 0, 0, 415, 0, 1, 416
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.2\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\CompResult.class", "Java", 0, 0, 25, 0, 1, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Compiler.class", "Java", 0, 0, 349, 0, 0, 349
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Compiler.java", "Java", 0, 0, 816, 0, 10, 826
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Extensions.class", "Java", 0, 0, 20, 0, 0, 20
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Extensions.java", "Java", 0, 0, 57, 0, 3, 60
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\JavaBB.class", "Java", 0, 0, 326, 28, 96, 450
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\JavaBB.java", "Java", 0, 0, 331, 29, 99, 459
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil.class", "Java", 0, 0, 85, 0, 0, 85
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Parser.java", "Java", 0, 0, 90, 0, 3, 93
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\StringParser.class", "Java", 0, 0, 27, 0, 0, 27
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\StringParser.java", "Java", 0, 0, 44, 0, 3, 47
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Token$Type.class", "Java", 0, 0, 29, 0, 0, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Token.class", "Java", 0, 0, 104, 7, 0, 111
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Token.java", "Java", 0, 0, 258, 0, 3, 261
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Tokeniser$CharType.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Tokeniser.class", "Java", 0, 0, 425, 0, 1, 426
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Tokeniser.java", "Java", 0, 0, 230, 0, 4, 234
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.3\src_out\Util.java", "Java", 0, 0, 49, 0, 3, 52
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\AccessMod.class", "Java", 0, 0, 15, 0, 0, 15
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\AccessMod.java", "Java", 0, 0, 9, 0, 3, 12
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Alias.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Alias.java", "Java", 0, 0, 14, 0, 3, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Class.class", "Java", 0, 0, 17, 6, 0, 23
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Class.java", "Java", 0, 0, 25, 0, 3, 28
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\CompResult.class", "Java", 0, 0, 25, 0, 1, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\CompResult.java", "Java", 0, 0, 31, 0, 3, 34
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Compiler.class", "Java", 0, 0, 370, 0, 0, 370
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Compiler.java", "Java", 0, 0, 830, 0, 10, 840
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Extensions.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Extensions.java", "Java", 0, 0, 60, 0, 3, 63
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Field.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Field.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\JavaBB.class", "Java", 0, 0, 328, 28, 97, 453
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\JavaBB.java", "Java", 0, 0, 333, 29, 100, 462
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil$DoubleRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil$IntRange.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil$IteratorToIterable.class", "Java", 0, 0, 10, 0, 0, 10
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil$LongRange.class", "Java", 0, 0, 16, 0, 0, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil.class", "Java", 0, 0, 85, 0, 0, 85
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\LangUtil.java", "Java", 0, 0, 277, 0, 25, 302
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Local.class", "Java", 0, 0, 7, 0, 0, 7
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Local.java", "Java", 0, 0, 10, 0, 3, 13
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Method.class", "Java", 0, 0, 9, 0, 0, 9
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Method.java", "Java", 0, 0, 13, 0, 3, 16
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\MethodAccess.class", "Java", 0, 0, 17, 0, 0, 17
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\MethodAccess.java", "Java", 0, 0, 26, 0, 3, 29
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Null.class", "Java", 0, 0, 6, 0, 0, 6
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Options.class", "Java", 0, 0, 21, 0, 0, 21
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Options.java", "Java", 0, 0, 23, 0, 3, 26
"f:\GitHub Repositories\JavaButBetter\compiler_versions\0.4.4\src_out\Parser.class", "Java", 0, 0, 42, 0, 0, 42
